Date,Open,High,Low,Close,Volume
04/01/2019,118949997,119110001,118099998,119019997,22789100
04/02/2019,119059998,119480003,118519997,119190002,18142300
04/03/2019,119860001,120430000,119150002,119970001,22860700
04/04/2019,120099998,120230003,118379997,119360001,20112800
04/05/2019,119389999,120230003,119370003,119889999,15826200
04/08/2019,119809998,120019997,118639999,119930000,15116200
04/09/2019,118629997,119540001,118580002,119279999,17612000
04/10/2019,119760002,120349998,119540001,120190002,16477200
04/11/2019,120540001,120849998,119919998,120330002,14209100
04/12/2019,120639999,120980003,120370003,120949997,19745100
04/15/2019,120940002,121580002,120570000,121050003,15792600
04/16/2019,121639999,121650002,120099998,120769997,14071800
04/17/2019,121239998,121849998,120540001,121769997,19300900
04/18/2019,122190002,123519997,121300003,123370003,27991000
04/22/2019,122620003,124000000,122570000,123760002,15648700
04/23/2019,124099998,125580002,123830002,125440002,24025500
04/24/2019,125790001,125849998,124519997,125010002,31257000
04/25/2019,130059998,131369995,128830002,129149994,38033900
04/26/2019,129699997,130520004,129020004,129889999,23654900
04/29/2019,129899994,130179993,129350006,129770004,16324200
04/30/2019,129809998,130699997,129389999,130600006,24166500
05/01/2019,130529999,130649994,127699997,127879997,26821700
05/02/2019,127980003,128000000,125519997,126209999,27350200
05/03/2019,127360001,129429993,127250000,128899994,24911100
05/06/2019,126389999,128559998,126110001,128149994,24239800
05/07/2019,126459999,127180000,124220001,125519997,36017700
05/08/2019,125440002,126370003,124750000,125510002,28419000
05/09/2019,124290001,125790001,123570000,125500000,27235800
05/10/2019,124910004,127930000,123820000,127129997,30915100
05/13/2019,124110001,125550003,123040001,123349998,33944900
05/14/2019,123870003,125879997,123699997,124730003,25266300
05/15/2019,124260002,126709999,123699997,126019997,24722700
05/16/2019,126750000,129380005,126459999,128929993,30112200
05/17/2019,128309998,130460007,127919998,128070007,25770500
05/20/2019,126519997,127589996,125760002,126220001,23706900
05/21/2019,127430000,127529999,126580002,126900002,15293300
05/22/2019,126620003,128240005,126519997,127669998,15396500
05/23/2019,126199997,126290001,124739998,126180000,23603800
05/24/2019,126910004,127419998,125970001,126239998,14123400
05/28/2019,126980003,128000000,126050003,126160004,23128400
05/29/2019,125379997,125389999,124040001,124940002,22763100
05/30/2019,125260002,125760002,124779999,125730003,16829600
05/31/2019,124230003,124620003,123320000,123680000,26646800
06/03/2019,123849998,124370003,119010002,119839996,37983600
06/04/2019,121279999,123279999,120650002,123160004,29382600
06/05/2019,124949997,125870003,124209999,125830002,24926100
06/06/2019,126440002,127970001,125599998,127820000,21459000
06/07/2019,129190002,132250000,128259995,131399994,33885600
06/10/2019,132399994,134080002,132000000,132600006,26477100
06/11/2019,133880005,134240005,131279999,132100006,23913700
06/12/2019,131399994,131970001,130710007,131490005,17092500
06/13/2019,131979996,133000000,131559998,132320007,17200800
06/14/2019,132259995,133789993,131639999,132449997,17821700
06/17/2019,132630005,133729996,132529999,132850006,14517800
06/18/2019,134190002,135240005,133570007,135160004,25934500
06/19/2019,135000000,135929993,133809998,135690002,23744400
06/20/2019,137449997,137660004,135720001,136949997,33042600
06/21/2019,136580002,137729996,136460007,136970001,36727900
06/24/2019,137000000,138399994,137000000,137779999,20628800
06/25/2019,137250000,137589996,132729996,133429993,33327400
06/26/2019,134350006,135740005,133600006,133929993,23657700
06/27/2019,134139999,134710007,133509995,134149994,16557500
06/28/2019,134570007,134600006,133160004,133960007,30043000
07/01/2019,136630005,136699997,134970001,135679993,22613500
07/02/2019,136119995,136589996,135339996,136580002,15237800
07/03/2019,136800003,137740005,136289993,137460007,13629300
07/05/2019,135940002,137330002,135720001,137059998,18141100
07/08/2019,136399994,137100006,135369995,136960007,16779700
07/09/2019,136000000,136970001,135800003,136460007,19953100
07/10/2019,137130005,138580002,137020004,137850006,24204400
07/11/2019,138199997,139220001,137869995,138399994,22327900
07/12/2019,138850006,139130005,138009995,138899994,18936800
07/15/2019,139440002,139539993,138460007,138899994,16651500
07/16/2019,138960007,139050003,136520004,137080002,22726100
07/17/2019,137699997,137929993,136220001,136270004,20211000
07/18/2019,135550003,136619995,134669998,136419998,30381800
07/19/2019,140220001,140669998,136449997,136619995,48992400
07/22/2019,137410004,139190002,137330002,138429993,25074900
07/23/2019,139759995,139990005,138029999,139289993,18034600
07/24/2019,138899994,140740005,138850006,140720001,20738300
07/25/2019,140429993,140610001,139320007,140190002,18356900
07/26/2019,140369995,141679993,140300003,141339996,19037600
07/29/2019,141500000,141509995,139369995,141029999,16605900
07/30/2019,140139999,141220001,139800003,140350006,16846500
07/31/2019,140330002,140490005,135080002,136270004,38598800
08/01/2019,137000000,140940002,136929993,138059998,40557500
08/02/2019,138089996,138320007,135259995,136899994,30791600
08/05/2019,133300003,133929993,130779999,132210007,42749600
08/06/2019,133800003,135679993,133210007,134690002,32696700
08/07/2019,133789993,135649994,131830002,135279999,33414500
08/08/2019,136600006,138990005,135929993,138889999,27496500
08/09/2019,138610001,139380005,136460007,137710007,23466700
08/12/2019,137070007,137860001,135240005,135789993,20484300
08/13/2019,136050003,138800003,135000000,138600006,25154600
08/14/2019,136360001,136919998,133669998,133979996,32527300
08/15/2019,134389999,134580002,132250000,133679993,28074400
08/16/2019,134880005,136460007,134720001,136130005,24449100
08/19/2019,137850006,138550003,136889999,138410004,24355700
08/20/2019,138210007,138710007,137240005,137259995,21170800
08/21/2019,138550003,139490005,138000000,138789993,14970300
08/22/2019,138660004,139199997,136289993,137779999,18697000
08/23/2019,137190002,138350006,132800003,133389999,38508600
08/26/2019,134990005,135559998,133899994,135449997,20312600
08/27/2019,136389999,136720001,134660004,135740005,23102100
08/28/2019,134880005,135759995,133550003,135559998,17393300
08/29/2019,137250000,138440002,136910004,138119995,20168700
08/30/2019,139149994,139179993,136270004,137860001,23940100
09/03/2019,136610001,137199997,135699997,136039993,18869300
09/04/2019,137300003,137690002,136479996,137630005,17995900
09/05/2019,139110001,140380005,138759995,140050003,26101800
09/06/2019,140029999,140179993,138199997,139100006,20824500
09/09/2019,139589996,139750000,136460007,137520004,25773900
09/10/2019,136800003,136889999,134509995,136080002,28903400
09/11/2019,135910004,136270004,135089996,136119995,24726100
09/12/2019,137850006,138419998,136869995,137520004,27010000
09/13/2019,137779999,138059998,136570007,137320007,23363100
09/16/2019,135830002,136699997,135660004,136330002,16731400
09/17/2019,136960007,137520004,136429993,137389999,17814200
09/18/2019,137360001,138669998,136529999,138520004,23982100
09/19/2019,140300003,142369995,140070007,141070007,35772100
09/20/2019,141009995,141649994,138250000,139440002,39167300
09/23/2019,139229996,139630005,138440002,139139999,17139300
09/24/2019,140360001,140690002,136880005,137380005,29773200
09/25/2019,137500000,139960007,136029999,139360001,21382000
09/26/2019,139440002,140179993,138440002,139539993,17456600
09/27/2019,140149994,140360001,136649994,137729996,22477700
09/30/2019,138050003,139220001,137779999,139029999,17280900
10/01/2019,139660004,140250000,137000000,137070007,21466600
10/02/2019,136250000,136369995,133580002,134649994,30521700
10/03/2019,134949997,136750000,133220001,136279999,24132900
10/04/2019,136750000,138250000,136419998,138119995,22897700
10/07/2019,137139999,138179993,137020004,137119995,15303700
10/08/2019,137080002,137759995,135619995,135669998,25550500
10/09/2019,137460007,138699997,136970001,138240005,19749900
10/10/2019,138490005,139669998,138250000,139100006,17654600
10/11/2019,140119995,141029999,139500000,139679993,25446000
10/14/2019,139690002,140289993,139520004,139550003,13304300
10/15/2019,140059998,141789993,139809998,141570007,19695700
10/16/2019,140789993,140990005,139529999,140410004,20751600
10/17/2019,140949997,141419998,139020004,139690002,21460600
10/18/2019,139759995,140000000,136559998,137410004,32273500
10/21/2019,138449997,138500000,137009995,138429993,20078200
10/22/2019,138970001,140009995,136259995,136369995,27431000
10/23/2019,136880005,137449997,135610001,137240005,29844600
10/24/2019,139389999,140419998,138669998,139940002,37029300
10/25/2019,139339996,141139999,139199997,140729996,25959700
10/28/2019,144399994,145669998,143509995,144190002,35280100
10/29/2019,144080002,144500000,142649994,142830002,20589500
10/30/2019,143520004,145000000,142789993,144610001,18496600
10/31/2019,144899994,144929993,142990005,143369995,24605100
11/01/2019,144259995,144419998,142970001,143720001,33128400
11/04/2019,144830002,145000000,144160004,144550003,16912000
11/05/2019,144970001,145020004,143910004,144460007,18250200
11/06/2019,144369995,144520004,143199997,144059998,16575800
11/07/2019,143839996,144880005,143770004,144259995,17786700
11/08/2019,143979996,145990005,143759995,145960007,16732700
11/11/2019,145339996,146419998,144729996,146110001,14362600
11/12/2019,146279999,147570007,146059998,147070007,18641600
11/13/2019,146740005,147460007,146279999,147309998,16919200
11/14/2019,147020004,148410004,147000000,148059998,19729800
11/15/2019,148929993,149990005,148270004,149970001,23485700
11/18/2019,150070007,150550003,148979996,150339996,21534000
11/19/2019,150880005,151330002,150199997,150389999,23935700
11/20/2019,150309998,150839996,148460007,149619995,25696800
11/21/2019,149399994,149800003,148500000,149479996,18576100
11/22/2019,150070007,150300003,148820007,149589996,15901800
11/25/2019,150000000,151350006,149919998,151229996,22420900
11/26/2019,151360001,152419998,151320007,152029999,24620100
11/27/2019,152330002,152500000,151520004,152320007,15184400
11/29/2019,152100006,152300003,151279999,151380005,11977300
12/02/2019,151809998,151830002,148320007,149550003,27418400
12/03/2019,147490005,149429993,146649994,149309998,24066000
12/04/2019,150139999,150179993,149199997,149850006,17574700
12/05/2019,150050003,150320007,149479996,149929993,17869100
12/06/2019,150990005,151869995,150270004,151750000,16403500
12/09/2019,151070007,152210007,150910004,151360001,16687400
12/10/2019,151289993,151889999,150759995,151130005,16476100
12/11/2019,151539993,151869995,150330002,151699997,18856600
12/12/2019,151649994,153440002,151020004,153240005,24612100
12/13/2019,153000000,154889999,152830002,154529999,23845400
12/16/2019,155110001,155899994,154820007,155529999,24144200
12/17/2019,155449997,155710007,154449997,154690002,25425600
12/18/2019,154300003,155479996,154179993,154369995,24129200
12/19/2019,154000000,155770004,153750000,155710007,24958900
12/20/2019,157350006,158490005,156289993,157410004,53477500
12/23/2019,158119995,158119995,157270004,157410004,17718200
12/24/2019,157479996,157710007,157119995,157380005,8989200
12/26/2019,157559998,158729996,157399994,158669998,14520600
12/27/2019,159449997,159550003,158220001,158960007,18412800
12/30/2019,158990005,159020004,156729996,157589996,16348400
12/31/2019,156770004,157770004,156449997,157699997,18369400
01/02/2020,158779999,160729996,158330002,160619995,22622100
01/03/2020,158320007,159949997,158059998,158619995,21116200
01/06/2020,157080002,159100006,156509995,159029999,20813700
01/07/2020,159320007,159669998,157320007,157580002,21634100
01/08/2020,158929993,160800003,157949997,160089996,27746500
01/09/2020,161839996,162220001,161029999,162089996,21385000
01/10/2020,162820007,163220001,161179993,161339996,20725900
01/13/2020,161759995,163309998,161259995,163279999,21626500
01/14/2020,163389999,163600006,161720001,162130005,23477400
01/15/2020,162619995,163940002,162570007,163179993,21417900
01/16/2020,164350006,166240005,164029999,166169998,23865400
01/17/2020,167419998,167470001,165429993,167100006,34371700
01/21/2020,166679993,168190002,166429993,166500000,29517200
01/22/2020,167399994,167490005,165679993,165699997,24138800
01/23/2020,166190002,166800003,165270004,166720001,19680800
01/24/2020,167509995,167529999,164449997,165039993,24918100
01/27/2020,161149994,163380005,160199997,162279999,32078100
01/28/2020,163779999,165759995,163070007,165460007,24899900
01/29/2020,167839996,168750000,165690002,168039993,34754500
01/30/2020,174050003,174050003,170789993,172779999,51597500
01/31/2020,172210007,172399994,169580002,170229996,36142700
02/03/2020,170429993,174500000,170399994,174380005,30107000
02/04/2020,177139999,180639999,176309998,180119995,36433300
02/05/2020,184029999,184199997,178410004,179899994,39186300
02/06/2020,180970001,183820007,180059998,183630005,27751400
02/07/2020,182850006,185630005,182479996,183889999,33529100
02/10/2020,183580002,188839996,183250000,188699997,35844300
02/11/2020,190649994,190699997,183500000,184440002,53159900
02/12/2020,185580002,185850006,181850006,184710007,47062900
02/13/2020,183080002,186229996,182869995,183710007,35295800
02/14/2020,183250000,185410004,182649994,185350006,23149500
02/18/2020,185610001,187699997,185500000,187229996,27792200
02/19/2020,188059998,188179993,186470001,187279999,29997500
02/20/2020,186949997,187250000,181100006,184419998,36862400
02/21/2020,183169998,183500000,177250000,178589996,48572600
02/24/2020,167770004,174550003,163229996,170889999,68311100
02/25/2020,174199997,174839996,167649994,168070007,68073300
02/26/2020,169710007,173259995,168210007,170169998,56206100
02/27/2020,163320007,167029999,157979996,158179993,93174900
02/28/2020,152410004,163710007,152000000,162009995,97012700
03/02/2020,165309998,172919998,162309998,172789993,71030800
03/03/2020,173800003,175000000,162259995,164509995,71677000
03/04/2020,168490005,170699997,165619995,170550003,49814400
03/05/2020,166050003,170869995,165690002,166270004,47817300
03/06/2020,162610001,163110001,156000000,161570007,72821100
03/09/2020,151000000,157750000,150000000,150619995,70419300
03/10/2020,158160004,161029999,152580002,160919998,65354400
03/11/2020,157130005,157699997,151149994,153630005,56371600
03/12/2020,145300003,153470001,138580002,139059998,93226400
03/13/2020,147500000,161910004,140729996,158830002,92727400
03/16/2020,140000000,149350006,135000000,135419998,87905900
03/17/2020,140000000,147500000,135000000,146570007,81059800
03/18/2020,138000000,146000000,135020004,140399994,81593200
03/19/2020,142770004,150149994,139000000,142710007,85922700
03/20/2020,146000000,147100006,135860001,137350006,84866200
03/23/2020,137009995,140570007,132520004,135979996,78975200
03/24/2020,143750000,149600006,141270004,148339996,82516700
03/25/2020,148910004,154330002,144440002,146919998,75638200
03/26/2020,148399994,156660004,148369995,156110001,64568100
03/27/2020,151750000,154889999,149199997,149699997,57042300
03/30/2020,152440002,160600006,150009995,160229996,63420300
03/31/2020,159399994,164779999,156559998,157710007,77927200
04/01/2020,153000000,157750000,150820007,152110001,57969900
04/02/2020,151860001,155479996,150360001,155259995,49630700
04/03/2020,155100006,157380005,152190002,153830002,41243300
04/06/2020,160320007,166500000,157580002,165270004,67111700
04/07/2020,169589996,170000000,163259995,163490005,62769000
04/08/2020,165669998,166669998,163500000,165130005,48318200
04/09/2020,166360001,167369995,163330002,165139999,51385100
04/13/2020,164350006,165570007,162300003,165509995,41905300
04/14/2020,169000000,173750000,168000000,173699997,52874300
04/15/2020,171199997,173570007,169240005,171880005,40940800
04/16/2020,174300003,177279999,172899994,177039993,50479600
04/17/2020,179500000,180000000,175869995,178600006,52765600
04/20/2020,176630005,178750000,174990005,175059998,36669600
04/21/2020,173500000,173669998,166110001,167820007,56203700
04/22/2020,171389999,174000000,170820007,173520004,34620200
04/23/2020,174110001,175059998,170910004,171419998,32790800
04/24/2020,172059998,174559998,170710007,174550003,34277600
04/27/2020,176589996,176899994,173300003,174050003,33194400
04/28/2020,175589996,175669998,169389999,169809998,34392700
04/29/2020,173220001,177679993,171880005,177429993,51286600
04/30/2020,180000000,180399994,176229996,179210007,53875900
05/01/2020,175800003,178639999,174009995,174570007,39370500
05/04/2020,174490005,179000000,173800003,178839996,30372900
05/05/2020,180619995,183649994,179899994,180759995,36839200
05/06/2020,182080002,184199997,181630005,182539993,32139300
05/07/2020,184169998,184550003,182580002,183600006,28316000
05/08/2020,184979996,185000000,183360001,184679993,30877800
05/11/2020,183149994,187509995,182850006,186740005,30892700
05/12/2020,186800003,187039993,182300003,182509995,32038200
05/13/2020,182550003,184050003,176539993,179750000,44711500
05/14/2020,177539993,180690002,175679993,180529999,41873900
05/15/2020,179059998,187059998,177000000,183160004,46610400
05/18/2020,185750000,186199997,183960007,184910004,35264500
05/19/2020,185029999,186600006,183490005,183630005,26799100
05/20/2020,184809998,185850006,183940002,185660004,31261300
05/21/2020,185399994,186669998,183289993,183429993,29119500
05/22/2020,183190002,184460007,182539993,183509995,20826900
05/26/2020,186339996,186500000,181100006,181570007,36073600
05/27/2020,180199997,181990005,176600006,181809998,39517100
05/28/2020,180740005,184149994,180380005,181399994,33810200
05/29/2020,182729996,184270004,180410004,183250000,42130400
06/01/2020,182539993,183000000,181460007,182830002,22622400
06/02/2020,184250000,185000000,181350006,184910004,30794600
06/03/2020,184820007,185940002,183580002,185360001,27311000
06/04/2020,184300003,185839996,182300003,182919998,28761800
06/05/2020,182619995,187729996,182009995,187199997,39893600
06/08/2020,185940002,188550003,184440002,188360001,33211600
06/09/2020,188000000,190699997,187259995,189800003,29783900
06/10/2020,191130005,198520004,191009995,196839996,43872300
06/11/2020,193130005,195759995,186070007,186270004,52854700
06/12/2020,190539993,191720001,185179993,187740005,43373600
06/15/2020,184580002,190820007,184009995,188940002,32770200
06/16/2020,192889999,195580002,191460007,193570007,42556700
06/17/2020,195029999,196320007,193690002,194240005,25687800
06/18/2020,194000000,196490005,194000000,196320007,23061600
06/19/2020,198589996,199289993,194369995,195149994,44441100
06/22/2020,195789993,200759995,195229996,200570007,32818900
06/23/2020,202089996,203949997,201429993,201910004,30917400
06/24/2020,201600006,203250000,196559998,197839996,36740600
06/25/2020,197800003,200610001,195470001,200339996,27803900
06/26/2020,199729996,199889999,194880005,196330002,54675800
06/29/2020,195779999,198529999,193550003,198440002,26701600
06/30/2020,197880005,204399994,197740005,203509995,34310300
07/01/2020,203139999,206350006,201770004,204699997,32061200
07/02/2020,205679993,208020004,205000000,206259995,29315800
07/06/2020,208830002,211130005,208089996,210699997,31897600
07/07/2020,210449997,214669998,207990005,208250000,33600700
07/08/2020,210070007,213259995,208690002,212830002,33600000
07/09/2020,216330002,216380005,211470001,214320007,33121700
07/10/2020,213619995,214080002,211080002,213669998,26177600
07/13/2020,214479996,215800003,206500000,207070007,38135600
07/14/2020,206130005,208850006,202029999,208350006,37591800
07/15/2020,209559998,211330002,205029999,208039993,32179400
07/16/2020,205399994,205699997,202309998,203919998,29940700
07/17/2020,204470001,205039993,201389999,202880005,31635300
07/20/2020,205000000,212300003,203009995,211600006,36884800
07/21/2020,213660004,213940002,208029999,208750000,37990400
07/22/2020,209199997,212300003,208389999,211750000,49605700
07/23/2020,207190002,210919998,202149994,202539993,67457000
07/24/2020,200419998,202860001,197509995,201300003,39827000
07/27/2020,201470001,203970001,200860001,203850006,30160900
07/28/2020,203610001,204699997,201740005,202020004,23251400
07/29/2020,202500000,204649994,202009995,204059998,19632600
07/30/2020,201000000,204460007,199570007,203899994,25079600
07/31/2020,204399994,205100006,199009995,205009995,51044000
08/03/2020,211520004,217639999,210440002,216539993,78983000
08/04/2020,214169998,214770004,210309998,213289993,49280100
08/05/2020,214899994,215000000,211570007,212940002,28806400
08/06/2020,212339996,216369995,211550003,216350006,32656800
08/07/2020,214850006,215699997,210929993,212479996,27820400
08/10/2020,211669998,211880005,206350006,208250000,36716500
08/11/2020,207160004,207649994,203139999,203380005,36446500
08/12/2020,205289993,210279999,204750000,209190002,28013100
08/13/2020,209440002,211350006,208149994,208699997,22588900
08/14/2020,208759995,209589996,207509995,208899994,17958900
08/17/2020,209600006,211190002,208919998,210279999,20184800
08/18/2020,210529999,212360001,209210007,211490005,21336200
08/19/2020,211490005,212100006,209250000,209699997,27627600
08/20/2020,209539993,215000000,208910004,214580002,26981500
08/21/2020,213860001,216250000,212850006,213020004,36249300
08/24/2020,214789993,215520004,212429993,213690002,25460100
08/25/2020,213100006,216610001,213100006,216470001,23043700
08/26/2020,217880005,222089996,217360001,221149994,39600800
08/27/2020,222889999,231149994,219399994,226580002,57602200
08/28/2020,228179993,230639999,226580002,228910004,26292900
08/31/2020,227000000,228699997,224309998,225529999,28774200
09/01/2020,225509995,227449997,224429993,227270004,25725500
09/02/2020,227970001,232860001,227350006,231649994,34080800
09/03/2020,229270004,229309998,214960007,217300003,58400300
09/04/2020,215100006,218360001,205190002,214250000,59664100
09/08/2020,206500000,210029999,202199997,202660004,52924300
09/09/2020,207600006,214839996,206699997,211289993,45679000
09/10/2020,213399994,214740005,204110001,205369995,35461500
09/11/2020,207199997,208630005,201240005,204029999,33620100
09/14/2020,204240005,209199997,204029999,205410004,30375800
09/15/2020,208419998,209779999,206929993,208779999,21823900
09/16/2020,210619995,210649994,204639999,205050003,26328100
09/17/2020,200050003,204330002,199960007,202910004,34011300
09/18/2020,202800003,203649994,196250000,200389999,55225300
09/21/2020,197190002,202710007,196380005,202539993,39839700
09/22/2020,205059998,208100006,202080002,207419998,33517100
09/23/2020,207899994,208100006,200029999,200589996,30803800
09/24/2020,199850006,205570007,199199997,203190002,31202500
09/25/2020,203550003,209039993,202539993,207820007,29437300
09/28/2020,210880005,212570007,208059998,209440002,32004900
09/29/2020,209350006,210070007,206809998,207259995,24221900
09/30/2020,207729996,211979996,206539993,210330002,33829100
10/01/2020,213490005,213990005,211320007,212460007,27158400
10/02/2020,208000000,210990005,205539993,206190002,33154800
10/05/2020,207220001,210410004,206979996,210380005,21331600
10/06/2020,208820007,210179993,204820007,205910004,28554300
10/07/2020,207059998,210110001,206720001,209830002,25681100
10/08/2020,210509995,211190002,208320007,210580002,19925800
10/09/2020,211229996,215860001,211229996,215809998,26458000
10/12/2020,218789993,223860001,216809998,221399994,40461400
10/13/2020,222720001,225210007,220429993,222860001,28950800
10/14/2020,223000000,224220001,219130005,220860001,23421700
10/15/2020,217100006,220360001,216009995,219660004,22733100
10/16/2020,220149994,222289993,219320007,219660004,26057900
10/19/2020,220419998,222300003,213720001,214220001,27625800
10/20/2020,215800003,217369995,213089996,214649994,22753500
10/21/2020,213119995,216919998,213119995,214800003,22724900
10/22/2020,213929993,216059998,211699997,214889999,22351500
10/23/2020,215029999,216279999,213160004,216229996,18879600
10/26/2020,213850006,216339996,208100006,210080002,37111600
10/27/2020,211589996,214669998,210330002,213250000,36700300
10/28/2020,207669998,208839996,202100006,202679993,51195600
10/29/2020,204070007,207360001,203369995,204720001,31432600
10/30/2020,203500000,204289993,199619995,202470001,36953700
11/02/2020,204289993,205279999,200119995,202330002,30842200
11/03/2020,203889999,208119995,203119995,206429993,27512000
11/04/2020,214020004,218320007,212419998,216389999,42311800
11/05/2020,222039993,224119995,221149994,223289993,36080100
11/06/2020,222259995,224360001,218029999,223720001,25231900
11/09/2020,224440002,228119995,217880005,218389999,44395000
11/10/2020,214500000,216500000,209720001,211009995,44045100
11/11/2020,212389999,218039993,212199997,216550003,29440800
11/12/2020,217210007,219110001,214460007,215440002,21593900
11/13/2020,216360001,217419998,214160004,216509995,18621100
11/16/2020,214869995,217740005,214520004,217229996,24953300
11/17/2020,216100006,217679993,214080002,214460007,24154100
11/18/2020,213649994,215169998,210929993,211080002,28372800
11/19/2020,211380005,213029999,209929993,212419998,24792700
11/20/2020,212199997,213289993,210000000,210389999,22843100
11/23/2020,210949997,212289993,208160004,210110001,25683500
11/24/2020,209589996,214250000,208860001,213860001,33979700
11/25/2020,215110001,215289993,212460007,213869995,21012900
11/27/2020,214850006,216270004,214039993,215229996,14512200
11/30/2020,214100006,214759995,210839996,214070007,33064800
12/01/2020,214509995,217320007,213350006,216210007,30904500
12/02/2020,214880005,215470001,212800003,215369995,23724500
12/03/2020,214610001,216380005,213649994,214240005,25120900
12/04/2020,214220001,215380005,213179993,214360001,24666000
12/07/2020,214369995,215539993,212990005,214289993,24620000
12/08/2020,213970001,216949997,212889999,216009995,23284100
12/09/2020,215160004,215229996,211210007,211800003,32440600
12/10/2020,211770004,213080002,210360001,210520004,26733300
12/11/2020,210050003,213320007,209110001,213259995,30979400
12/14/2020,213100006,216210007,212880005,214199997,28798400
12/15/2020,215169998,215419998,212240005,214130005,27000600
12/16/2020,214750000,220110001,214720001,219279999,35023300
12/17/2020,219869995,220889999,217919998,219419998,32515800
12/18/2020,218589996,219690002,216020004,218589996,63354900
12/21/2020,217550003,224000000,217279999,222589996,37181900
12/22/2020,222690002,225630005,221850006,223940002,22612200
12/23/2020,223110001,223559998,220800003,221020004,18699600
12/24/2020,221419998,223610001,221199997,222750000,10550600
12/28/2020,224449997,226029999,223020004,224960007,17933500
12/29/2020,226309998,227179993,223580002,224149994,17403200
12/30/2020,225229996,225630005,221470001,221679993,20272300
12/31/2020,221699997,223000000,219679993,222419998,20942100
01/04/2021,222529999,223000000,214809998,217690002,37130100
01/05/2021,217259995,218520004,215699997,217899994,23823000
01/06/2021,212169998,216490005,211940002,212250000,35930700
01/07/2021,214039993,219339996,213710007,218289993,27694500
01/08/2021,218679993,220580002,217029999,219619995,22956200
01/11/2021,218470001,218910004,216729996,217490005,23031300
01/12/2021,216500000,217100006,213320007,214929993,23249300
01/13/2021,214020004,216759995,213929993,216339996,20087100
01/14/2021,215910004,217460007,212740005,213020004,29480800
01/15/2021,213520004,214509995,212029999,212649994,31746500
01/19/2021,213750000,216979996,212630005,216440002,30480900
01/20/2021,217699997,225789993,217289993,224339996,37777300
01/21/2021,224699997,226300003,222419998,224970001,30709400
01/22/2021,227080002,230070007,225800003,225949997,30172700
01/25/2021,229119995,229779999,224220001,229529999,33152100
01/26/2021,231860001,234179993,230080002,232330002,49169600
01/27/2021,238000000,240440002,230139999,232899994,69870600
01/28/2021,235610001,242639999,235089996,238929993,49111200
01/29/2021,235990005,238020004,231350006,231960007,42503100
02/01/2021,235059998,242500000,232429993,239649994,33314200
02/02/2021,241300003,242309998,238690002,239509995,25916300
02/03/2021,239570007,245089996,239259995,243000000,27158100
02/04/2021,242660004,243240005,240369995,242009995,25296100
02/05/2021,242229996,243279999,240419998,242199997,18054800
02/08/2021,243149994,243679993,240809998,242470001,22211900
02/09/2021,241869995,244759995,241380005,243770004,23565000
02/10/2021,245000000,245919998,240889999,242820007,22186700
02/11/2021,244779999,245149994,242149994,244490005,15751100
02/12/2021,243929993,245300003,242729996,244990005,16561100
02/16/2021,245029999,246130005,242919998,243699997,26728500
02/17/2021,241320007,244309998,240940002,244199997,21653500
02/18/2021,241800003,243929993,240860001,243789993,16925600
02/19/2021,243750000,243860001,240179993,240970001,25262600
02/22/2021,237419998,237929993,232399994,234509995,36446900
02/23/2021,230330002,234830002,228729996,233270004,30228700
02/24/2021,230009995,235199997,229000000,234550003,26339700
02/25/2021,232080002,234589996,227880005,228990005,39542200
02/26/2021,231529999,235369995,229539993,232380005,37819200
03/01/2021,235899994,237470001,233149994,236940002,25324000
03/02/2021,237009995,237300003,233449997,233869995,22812500
03/03/2021,232160004,233580002,227259995,227559998,34029500
03/04/2021,226740005,232490005,224259995,226729996,44727800
03/05/2021,229520004,233270004,226460007,231600006,41872800
03/08/2021,231369995,233369995,227130005,227389999,35267400
03/09/2021,232880005,235380005,231669998,233779999,33080500
03/10/2021,237000000,237000000,232039993,232419998,29746800
03/11/2021,234960007,239169998,234309998,237130005,29907600
03/12/2021,234009995,235820007,233229996,235750000,22653700
03/15/2021,234960007,235190002,231809998,234809998,26034900
03/16/2021,236279999,240059998,235940002,237710007,28092200
03/17/2021,236149994,238550003,233229996,237039993,29562100
03/18/2021,232559998,234190002,230330002,230720001,34833000
03/19/2021,231020004,232470001,229350006,230350006,46430700
03/22/2021,230270004,236899994,230139999,235990005,30127000
03/23/2021,237490005,241050003,237070007,237580002,31638400
03/24/2021,237850006,238000000,235320007,235460007,25620100
03/25/2021,235300003,236940002,231570007,232339996,34061900
03/26/2021,231550003,236710007,231550003,236479996,25479900
03/29/2021,236589996,236800003,231880005,235240005,25227500
03/30/2021,233529999,233850006,231100006,231850006,24792000
03/31/2021,232910004,239100006,232389999,235770004,43623500
04/01/2021,238470001,242839996,238050003,242350006,30338000
04/05/2021,242759995,249960007,242699997,249070007,36910600
04/06/2021,247610001,249399994,246880005,247860001,22931900
04/07/2021,247809998,250929993,247190002,249899994,22719800
04/08/2021,252770004,254139999,252000000,253250000,23625200
04/09/2021,252869995,255990005,252440002,255850006,24326800
04/12/2021,254710007,257670013,254619995,255910004,27148700
04/13/2021,257260010,259190002,256829987,258489990,23837500
04/14/2021,257480011,258829987,255160004,255589996,23070900
04/15/2021,257929993,259929993,257730011,259500000,25627500
04/16/2021,259470001,261000000,257600006,260739990,24878600
04/19/2021,260190002,261480011,257820007,258739990,23209300
